  3.93222175e+14	   gas
  3.07464402e+14	   gas
  3.59596474e+14	   gas
  4.02767785e+14	   gas
  5.15500528e+14	   gas
  5.15500528e+14	   gas
  3.81057915e+14	   gas
  1.78404014e+14	   gas
  5.57256274e+14	   gas
  1.89940922e+14	   gas
  1.68858715e+14	   gas
  7.36185248e+14	   gas
  4.84076730e+14	   gas
  1.64267625e+14	   gas
  4.79972687e+14	   gas
  4.79972687e+14	   gas
  1.64880112e+14	   gas
  5.49744550e+14	   gas
  1.87138227e+14	   gas
  5.45657542e+14	   gas
  5.45657542e+14	   gas
  7.09221779e+14	   gas
  2.20194192e+14	   gas
  2.29918059e+14	   gas
  2.33340493e+14	   gas
  5.95630219e+14	   gas
  2.79124958e+14	   gas
  2.68949501e+14	   gas
  8.03107225e+14	   gas
  2.06989763e+14	   gas
  2.11890678e+14	   gas
  2.11890678e+14	   gas
  1.96802922e+14	   gas
  2.21620104e+14	   gas
  2.22953126e+14	   gas
  2.22953126e+14	   gas
  5.57983513e+14	   gas
  7.15346607e+14	   gas
  7.15346607e+14	   gas
  7.15346607e+14	   gas
  2.83745023e+14	   gas
  2.70129724e+14	   gas
  2.60132545e+14	   gas
  2.59781688e+14	   gas
  2.57913268e+14	   gas
  2.39826335e+14	   gas
  2.36630769e+14	   gas
  2.35383624e+14	   gas
  2.16033638e+14	   gas
  1.99414092e+14	   gas
  2.26106787e+14	   gas
  5.56433854e+14	   gas
  2.89328813e+14	   gas
  1.93987050e+14	   gas
  2.12454228e+14	   gas
  2.17423590e+14	   gas
  2.25599944e+14	   gas
  2.19509241e+14	   gas
  2.43380037e+14	   gas
  1.10212282e+15	   gas
  7.11837937e+14	   gas
  2.65357102e+14	   gas
  9.96950594e+14	   gas
  2.07354298e+14	   gas
  2.15449929e+14	   gas
  2.31061306e+14	   gas
  6.69288763e+14	   gas
  9.96950594e+14	   gas
  2.53975933e+14	   gas
  2.00105656e+14	   gas
  1.98794909e+14	   gas
  1.98794909e+14	   gas
  2.22030630e+14	   gas
  2.22030630e+14	   gas
  6.37179586e+14	   gas
  2.00470435e+14	   gas
  2.00470435e+14	   gas
  2.21740819e+14	   gas
  9.05338292e+14	   gas
  6.31948425e+14	   gas
  9.05338292e+14	   gas
  6.31948425e+14	   gas
  6.22321371e+14	   gas
  1.96629741e+14	   gas
  2.20075035e+14	   gas
  4.60333440e+14	   gas
  1.95180787e+14	   gas
  1.90889186e+14	   gas
  5.99916287e+14	   gas
  1.82485942e+14	   gas
  2.03590624e+14	   gas
  8.12692198e+14	   gas
  1.92066466e+14	   gas
  1.80504814e+14	   gas
  1.88097837e+14	   gas
  2.00728291e+14	   gas
  1.78721288e+14	   gas
  7.83389667e+14	   gas
  5.78868050e+14	   gas
  1.80060995e+14	   gas
  1.99624211e+14	   gas
  1.77548396e+14	   gas
  1.77548396e+14	   gas
  7.66604582e+14	   gas
  5.71914487e+14	   gas
  1.68944864e+14	   gas
  1.76463985e+14	   gas
  1.64733443e+14	   gas
  1.86278703e+14	   gas
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  3.70494527e+19	    lh
  3.70494527e+19	    lh
  3.70494527e+19	    lh
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  3.70494527e+19	    lh
  3.70494527e+19	    lh
  3.70494527e+19	    lh
  3.70494527e+19	   des
  3.70494527e+19	   des
  3.70494527e+19	   des
  3.70494527e+19	    lh
  3.70494527e+19	   des
  1.83993235e+07	   ads
  1.86453312e+07	   ads
  1.84392821e+07	   ads
  1.83907411e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  1.81885086e+07	   ads
  6.50014194e+14	   gas
